book_id,earliest_observed_year,earliest_year_edition_records,earliest_country_codes,earliest_country_code_count,earliest_publication_places,earliest_publication_place_count,earliest_publishers,earliest_publisher_count,earliest_geography_status
BOOK00518,2004,1,[],0,[],0,['McGraw Hil'],1,no_geographic_evidence
BOOK00519,2008,1,[],0,[],0,"['Wiley & Sons, Incorporated, John']",1,no_geographic_evidence
BOOK00520,1996,2,[],0,[],0,"['Pearson Education, Limited', 'Trans-Atlantic Publications']",2,no_geographic_evidence
BOOK00521,1979,1,['nyu'],1,['New York'],1,['Van Nostrand Reinhold'],1,single_country_evidence
BOOK00522,1999,1,['enk'],1,['London'],1,['McGraw-Hill'],1,single_country_evidence
BOOK00523,1985,1,['nyu'],1,['New York'],1,['Wiley'],1,single_country_evidence
BOOK00524,2011,1,['nyu'],1,"['New York, USA']",1,['McGraw-Hill Irwin'],1,single_country_evidence
BOOK00525,2021,1,[],0,[],0,['Booksmith Publishing LLC'],1,no_geographic_evidence
BOOK00526,1999,1,[],0,[],0,['Prentice Hall'],1,no_geographic_evidence
BOOK00527,1999,1,[],0,[],0,['Course Technology'],1,no_geographic_evidence
BOOK00528,2005,7,['enk'],1,"['London', 'New York']",2,"['Routledge', 'Taylor & Francis Group', 'Taylor & Francis']",3,single_country_evidence
BOOK00529,2017,4,[],0,"['Newtown Square, USA']",1,['Project Management Institute'],1,place_only_evidence
BOOK00530,2012,5,[],0,[],0,"['Wiley & Sons Canada, Limited, John', 'Wiley & Sons, Incorporated, John', 'John Wiley & Sons']",3,no_geographic_evidence
BOOK00531,2015,2,[],0,[],0,"['BenBella Books', 'Franklin Covey Co.']",2,no_geographic_evidence
BOOK00532,2006,4,[],0,[],0,"['Prentice Hall Professional Technical Reference', 'Prentice Hall']",2,no_geographic_evidence
BOOK00533,2003,2,[],0,[],0,"['Wiley & Sons, Incorporated, John']",1,no_geographic_evidence
BOOK00534,1993,1,[],0,['New Delhi'],1,"['Macmillan Publishers India Limited, 2/10 Ansari Road, Daryaganj, New Delhi - 110002']",1,place_only_evidence
BOOK00535,2002,2,[],0,[],0,"['Wiley & Sons, Incorporated, John']",1,no_geographic_evidence
BOOK00536,1999,2,"['ohu', 'xxu']",2,"['Cincinnati', 'Cincinnati,Ohio']",2,"['South-Western College Pub.', 'South-Western College Publishing']",2,multiple_country_evidence
BOOK00537,1994,2,"['xxu', 'nju']",2,"['Englewood Cliffs, N.J', 'Englewood Cliffs, NJ']",2,"['Prentice-Hall International', 'Prentice Hall']",2,multiple_country_evidence
BOOK00538,2002,1,[],0,[],0,['Wiley'],1,no_geographic_evidence
BOOK00539,2008,1,['xx'],1,['[Place of publication not identified]'],1,['South-Western'],1,single_country_evidence
BOOK00540,2007,1,[],0,[],0,"['Pearson Education, Limited']",1,no_geographic_evidence
BOOK00541,2022,2,[],0,[],0,['Project Management Institute'],1,no_geographic_evidence
BOOK00542,2005,1,[],0,[],0,['Wiley'],1,no_geographic_evidence
BOOK00543,2018,1,[],0,[],0,['Oxford University Press'],1,no_geographic_evidence
BOOK00544,2013,1,[],0,[],0,['Burke Publishing'],1,no_geographic_evidence
BOOK00545,2000,2,[],0,[],0,['Irwin McGraw-Hill'],1,no_geographic_evidence
BOOK00546,2000,1,[],0,[],0,['Wiley'],1,no_geographic_evidence
BOOK00547,2011,1,['cau'],1,['San Francisco'],1,['Kirshner Pub.'],1,single_country_evidence
BOOK00548,2002,3,[],0,[],0,"['Irwin/McGraw-Hill', 'McGraw-Hill Education', 'McGraw-Hill/Irwin']",3,no_geographic_evidence
BOOK00549,2012,1,[],0,[],0,['South-Western College Pub'],1,no_geographic_evidence
BOOK00550,1999,2,['nyu'],1,['New York'],1,"['Wiley', 'J. Wiley']",2,single_country_evidence
BOOK00551,2012,2,[],0,[],0,"['Routledge', 'Taylor & Francis Group']",2,no_geographic_evidence
BOOK00552,2002,2,[],0,[],0,['McGraw-Hill'],1,no_geographic_evidence
BOOK00553,2011,2,['flu'],1,['Boca Raton'],1,"['Taylor & Francis Group', 'Francis & Taylor/CRC Press']",2,single_country_evidence
BOOK00554,2011,2,[],0,[],0,"['Wiley & Sons, Incorporated, John']",1,no_geographic_evidence
BOOK00555,2006,2,[],0,[],0,['McGraw-Hill Professional'],1,no_geographic_evidence
BOOK00556,2013,2,[],0,[],0,"['McGraw-Hill Education', 'McGraw-Hill Australia']",2,no_geographic_evidence
BOOK00557,2004,1,[],0,[],0,['Microsoft Press'],1,no_geographic_evidence
BOOK00558,2005,3,"['cc', 'cau']",2,"['Beijing', 'Sebastopol, CA']",2,"[""O'Reilly Media, Incorporated"", ""O'Reilly""]",2,multiple_country_evidence
BOOK00559,2000,1,['pau'],1,"['Newtown Square, Penn., USA']",1,['Project Management Institute'],1,single_country_evidence
BOOK00560,1997,2,['nyu'],1,['New York'],1,"['Dorset House Publishing Company, Incorporated', 'Dorset House Pub.']",2,single_country_evidence
BOOK00561,2012,1,[],0,[],0,"['Que Publishing', 'imusti']",2,no_geographic_evidence
BOOK00562,1987,1,['nyu'],1,['New York'],1,['McGraw-Hill'],1,single_country_evidence
BOOK00563,2000,1,['flu'],1,['Boca Raton'],1,['Auerbach'],1,single_country_evidence
BOOK00564,2000,1,[],0,[],0,['For Dummies'],1,no_geographic_evidence
BOOK00565,2008,4,[],0,[],0,"[""O'Reilly Media, Incorporated"", ""O'Reilly Media, Inc.""]",2,no_geographic_evidence
BOOK00566,1994,1,['enk'],1,['London'],1,['Kogan Page'],1,single_country_evidence
BOOK00567,2014,2,[],0,[],0,"['Kogan Page, Limited', 'Kogan Page Ltd']",2,no_geographic_evidence
BOOK00568,2014,1,[],0,[],0,['Performance Management Publications'],1,no_geographic_evidence
BOOK00569,2008,7,['enk'],1,"['Abingdon [England]', 'New York, NY']",2,"['Taylor & Francis Group', 'Routledge']",2,single_country_evidence
BOOK00570,2005,1,['nju'],1,"['Upper Saddle River, NJ']",1,['Pearson Education'],1,single_country_evidence
BOOK00571,2018,1,['nju'],1,[],0,['Wiley'],1,single_country_evidence
BOOK00572,2008,1,['enk'],1,"['Houndmills, Basinstoke, Hampshire', 'New York']",2,['Palgrave Macmillan'],1,single_country_evidence
BOOK00573,2005,1,['enk'],1,['London'],1,"['Chartered Institute of Personnel and Development', 'Institute of Personnel and Development']",2,single_country_evidence
BOOK00574,2011,3,['nju'],1,"['Hoboken, NJ']",1,"['Wiley & Sons, Incorporated, John', 'Wiley']",2,single_country_evidence
BOOK00575,2018,5,[],0,[],0,"['Taylor & Francis Group', 'Routledge']",2,no_geographic_evidence
BOOK00576,2008,1,['enk'],1,"['Oxford', 'New York']",2,"['Oxford Univ Press', 'Oxford University Press']",2,single_country_evidence
BOOK00577,2010,1,['nyu'],1,"['New York, NY']",1,"['Taylor & Francis Group', 'Routledge/Taylor & Francis Group']",2,single_country_evidence
BOOK00578,2016,2,[],0,[],0,"['SAGE Publications India Pvt, Ltd.']",1,no_geographic_evidence
BOOK00579,1996,1,[],0,[],0,"['FPMI Communications, Inc']",1,no_geographic_evidence
BOOK00580,2022,2,[],0,[],0,['BPP Learning Media'],1,no_geographic_evidence
BOOK00581,2014,2,[],0,[],0,"['Kogan Page, Limited']",1,no_geographic_evidence
BOOK00582,2013,6,[],0,[],0,"['Wiley & Sons, Limited, John', 'Wiley & Sons, Incorporated, John', 'John Wiley & Sons', 'John Wiley & Sons, Inc.']",4,no_geographic_evidence
BOOK00583,2009,2,"['nyu', 'enk']",2,['London'],1,"['Kogan Page Publishers', 'Kogan Page']",2,multiple_country_evidence
BOOK00584,2020,5,[],0,[],0,['Taylor & Francis Group'],1,no_geographic_evidence
BOOK00585,2004,1,['enk'],1,"['Oxford', 'Burlington, Mass']",2,['Elsevier Butterworth-Heinemann'],1,single_country_evidence
BOOK00586,2000,1,['flu'],1,"['Boca Raton, Fl']",1,['CRC Press'],1,single_country_evidence
BOOK00587,1999,1,['nyu'],1,['New York'],1,['McGraw-Hill'],1,single_country_evidence
BOOK00588,2017,2,[],0,[],0,['BPP Learning Media'],1,no_geographic_evidence
BOOK00589,1986,1,['oru'],1,"['Portland, Or']",1,['Meramorphosus Press'],1,single_country_evidence
BOOK00590,2014,6,[],0,[],0,"['Taylor & Francis Group', 'Routledge']",2,no_geographic_evidence
BOOK00591,2015,5,[],0,[],0,['Taylor & Francis Group'],1,no_geographic_evidence
BOOK00592,2013,1,[],0,[],0,"['Kogan Page, Limited']",1,no_geographic_evidence
BOOK00593,2012,1,['nyu'],1,['New York'],1,['McGraw-Hill'],1,single_country_evidence
BOOK00594,2006,3,['mau'],1,"['Boston, Mass']",1,['Harvard Business School Press'],1,single_country_evidence
BOOK00595,2017,1,['mau'],1,[],0,['Harvard Business Review Press'],1,single_country_evidence
BOOK00596,2006,1,[],0,[],0,['Kogan Page Ltd'],1,no_geographic_evidence
BOOK00597,2012,6,['xx'],1,['Hoboken'],1,"['Taylor & Francis Group', 'Taylor & Francis']",2,single_country_evidence
BOOK00598,2009,1,['nyu'],1,"['New York, NY']",1,['Routledge'],1,single_country_evidence
BOOK00599,2007,1,['enk'],1,"['Abingdon [England]', 'New York, NY']",2,['Routledge'],1,single_country_evidence
BOOK00600,2015,1,[],0,[],0,['BPP Learning Media'],1,no_geographic_evidence
BOOK00601,2017,2,[],0,[],0,['BPP Learning Media'],1,no_geographic_evidence
BOOK00602,2006,4,"['nju', 'nyu']",2,"['Hoboken, N.J', 'New York']",2,"['Wiley & Sons, Incorporated, John', 'J. Wiley', 'Wiley', 'John Wiley & Sons, Ltd.']",4,multiple_country_evidence
BOOK00603,1983,1,['wau'],1,"['Bellevue, Washington']",1,"['Precision Models, Inc.']",1,single_country_evidence
BOOK00604,2024,1,[],0,[],0,['BPP Learning Media'],1,no_geographic_evidence
BOOK00605,2019,3,[],0,[],0,"['Wiley & Sons, Incorporated, John']",1,no_geographic_evidence
BOOK00606,2006,1,[],0,[],0,['Kaplan Publishing Foulks Lynch'],1,no_geographic_evidence
BOOK00607,2004,3,['nyu'],1,['New York'],1,"['Wiley & Sons, Incorporated, John', 'John Wiley & Sons, Ltd.', 'Wiley']",3,single_country_evidence
BOOK00608,2012,7,[],0,[],0,"['Routledge', 'Taylor & Francis Group']",2,no_geographic_evidence
BOOK00609,1989,1,[],0,[],0,['Performance Management Publications'],1,no_geographic_evidence
BOOK00610,2003,1,[],0,[],0,['Teach Yourself'],1,no_geographic_evidence
BOOK00611,2010,4,[],0,[],0,"['Wiley & Sons, Incorporated, John', 'Wiley & Sons, Limited, John']",2,no_geographic_evidence
BOOK00612,2004,1,['ilu'],1,"['Chicago, Ill']",1,['CCH'],1,single_country_evidence
BOOK00613,1997,1,['flu'],1,"['Boca Raton, Fla']",1,['St. Lucie Press'],1,single_country_evidence
BOOK00614,2003,4,[],0,[],0,['Taylor & Francis Group'],1,no_geographic_evidence
BOOK00615,1992,1,['nyu'],1,['New York'],1,['McGraw-Hill'],1,single_country_evidence
BOOK00616,1999,2,['ohu'],1,"['Cincinnati, Ohio']",1,"['South-Western College Pub.', 'Thomson South-Western']",2,single_country_evidence
BOOK00617,2005,1,['nju'],1,"['Hoboken, NJ']",1,['Wiley'],1,single_country_evidence
BOOK00618,1999,1,[],0,[],0,"['Pearson Education, Limited']",1,no_geographic_evidence
BOOK00619,2008,3,['nju'],1,"['Hoboken, NJ']",1,"['Wiley & Sons, Incorporated, John', 'Wiley', 'John Wiley & Sons']",3,single_country_evidence
BOOK00620,1994,1,['enk'],1,"['Houndmills, Basingstoke, Hampshire']",1,['Macmillan'],1,single_country_evidence
BOOK00621,1986,1,['mau'],1,['Boston'],1,['Houghton Mifflin Co.'],1,single_country_evidence
BOOK00622,2003,2,['nju'],1,"['Upper Saddle River, N.J']",1,"['Prentice Hall', 'Pearson College Div']",2,single_country_evidence
BOOK00623,1987,1,['ilu'],1,"['Homewood, Ill']",1,['Irwin'],1,single_country_evidence
BOOK00624,1992,1,['ilu'],1,"['Homewood, IL']",1,['Irwin'],1,single_country_evidence
BOOK00625,2005,1,[],0,[],0,['South-Western College Pub'],1,no_geographic_evidence
BOOK00626,2005,2,['nju'],1,"['Upper Saddle River, N.J']",1,['Pearson/Prentice Hall'],1,single_country_evidence
BOOK00627,2019,1,[],0,[],0,"['Nelson Education Limited', 'Nelson College Indigenous', 'Nelson Cengage Adapted']",3,no_geographic_evidence
BOOK00628,2018,1,[],0,[],0,"['Oxford University Press', 'Oxford University Press, USA']",2,no_geographic_evidence
BOOK00629,1995,1,['at'],1,['Brisbane'],1,['Wiley'],1,single_country_evidence
BOOK00630,1998,2,[],0,[],0,['Harcourt Brace College Publishers'],1,no_geographic_evidence
BOOK00631,2007,1,['ph'],1,['Quezon City'],1,['C & E Pub.'],1,single_country_evidence
BOOK00632,1994,1,['nyu'],1,['New York'],1,['John Wiley & Sons'],1,single_country_evidence
BOOK00633,2008,1,[],0,[],0,"['Pearson Education, Limited']",1,no_geographic_evidence
BOOK00634,1990,2,"['mau', 'xxk']",2,['Boston'],1,"['Houghton Mifflin Co.', 'Houghton Mifflin']",2,multiple_country_evidence
BOOK00635,2013,1,[],0,[],0,"['SAGE Publications, Incorporated']",1,no_geographic_evidence
BOOK00636,2012,1,[],0,[],0,['McGraw-Hill India'],1,no_geographic_evidence
BOOK00637,2000,1,['mau'],1,['Boston'],1,['Irwin/McGraw-Hill'],1,single_country_evidence
BOOK00638,1981,2,['ph'],1,"['Manila', 'Manila, Philippines']",2,"['Rex book store in Manila', 'Rex Book Store']",2,single_country_evidence
BOOK00639,1974,1,['xxk'],1,['London'],1,['Macdonald and Evans'],1,single_country_evidence
BOOK00640,2009,1,[],0,[],0,"['Pearson Education, Limited']",1,no_geographic_evidence
BOOK00641,2009,1,['enk'],1,"['London', 'Philadelphia']",2,['Kogan Page'],1,single_country_evidence
BOOK00642,2006,1,[],0,[],0,['McGraw Hill Higher Education'],1,no_geographic_evidence
BOOK00643,2014,3,[],0,[],0,"['SAGE Publications, Limited']",1,no_geographic_evidence
BOOK00644,2001,1,[],0,[],0,"['Pearson Education, Limited']",1,no_geographic_evidence
BOOK00645,2015,1,[],0,[],0,['Generic'],1,no_geographic_evidence
BOOK00646,2000,1,['enk'],1,['London'],1,['Kogan Page'],1,single_country_evidence
BOOK00647,2013,1,['enk'],1,"['Houndmills, Basingstoke, Hampshire', 'New York']",2,['Palgrave Macmillan'],1,single_country_evidence
BOOK00648,1999,1,[],0,[],0,['Kogan Page'],1,no_geographic_evidence
BOOK00649,1994,1,['mnu'],1,['Minneapolis'],1,['West Pub. Co.'],1,single_country_evidence
BOOK00650,1999,2,[],0,[],0,['Mcgraw-Hill College'],1,no_geographic_evidence
BOOK00651,2006,1,[],0,[],0,['South-Western College Pub'],1,no_geographic_evidence
BOOK00652,2006,1,['ii'],1,['New-Delhi'],1,['Prentice-Hall of india Prt. Ltd.'],1,single_country_evidence
BOOK00653,2014,3,[],0,[],0,"['SAGE Publications, Limited']",1,no_geographic_evidence
BOOK00654,2013,1,[],0,[],0,['Mc Graw Hill India'],1,no_geographic_evidence
BOOK00655,1994,2,['ilu'],1,"['Burr Ridge, Ill']",1,"['Irwin', 'Richard D Irwin']",2,single_country_evidence
BOOK00656,2011,2,[],0,[],0,"['McGraw-Hill Education', 'McGraw-Hill']",2,no_geographic_evidence
BOOK00657,2011,2,[],0,[],0,"['SAGE Publications, Limited']",1,no_geographic_evidence
BOOK00658,2011,1,[],0,[],0,['FlatWorld'],1,no_geographic_evidence
BOOK00659,2008,1,[],0,[],0,"['Pearson Education, Limited']",1,no_geographic_evidence
BOOK00660,1979,1,['nju'],1,"['Englewood Cliffs, N.J']",1,['Prentice-Hall'],1,single_country_evidence
BOOK00661,1973,2,['nyu'],1,['New York'],1,['McGraw-Hill'],1,single_country_evidence
BOOK00662,1984,1,['nju'],1,"['Englewood Cliffs, N.J']",1,['Prentice-Hall'],1,single_country_evidence
BOOK00663,1989,1,['ilu'],1,"['Homewood, Ill']",1,"['Irwin', 'Irwin Professional Publishing']",2,single_country_evidence
BOOK00664,1976,1,['mnu'],1,['St. Paul'],1,['West Pub. Co.'],1,single_country_evidence
BOOK00665,2000,2,['mau'],1,['Boston'],1,"['Mcgraw-Hill College', 'Irwin/McGraw-Hill']",2,single_country_evidence
BOOK00666,1986,1,['mau'],1,"['Boston, Mass']",1,['Kent Pub. Co.'],1,single_country_evidence
BOOK00667,1993,1,['enk'],1,['London'],1,['McGraw-Hill'],1,single_country_evidence
BOOK00668,1971,1,['nyu'],1,['New York'],1,['McGraw-Hill'],1,single_country_evidence
BOOK00669,1987,1,['txu'],1,"['Plano, Tex']",1,"['Business Publications, Inc.']",1,single_country_evidence
BOOK00670,1982,2,"['nyu', 'xxk']",2,"['New York', 'Chichester']",2,['Wiley'],1,multiple_country_evidence
BOOK00671,2009,1,['mau'],1,['Boston'],1,['McGraw-Hill/Irwin'],1,single_country_evidence
BOOK00672,1997,3,"['nyu', 'xxu']",2,['New York'],1,"['Horizon Pubs & Distributors Inc', 'Wiley', 'John Wiley & Sons Inc.']",3,multiple_country_evidence
BOOK00673,1994,1,['xxk'],1,['St. Paul (MN)'],1,['West Publishing Company'],1,single_country_evidence
BOOK00674,2015,1,[],0,[],0,"['Wiley & Sons, Incorporated, John']",1,no_geographic_evidence
BOOK00675,1981,2,"['cau', 'ilu']",2,"['Santa Monica, Calif', 'Glenview, Ill']",2,"['Goodyear Pub. Co.', 'Scott, Foresman']",2,multiple_country_evidence
BOOK00676,2002,1,['nju'],1,"['Upper Saddle River, N.J']",1,['Prentice Hall'],1,single_country_evidence
BOOK00677,1981,1,['nju'],1,"['Englewood Cliffs, N.J']",1,['Prentice-Hall'],1,single_country_evidence
BOOK00678,2006,1,[],0,[],0,['McGraw-Hill/Irwin'],1,no_geographic_evidence
BOOK00679,2003,1,['mau'],1,['Boston'],1,['McGraw-Hill/Irwin'],1,single_country_evidence
BOOK00680,1986,1,['mnu'],1,"['St. Paul, MN']",1,['West Pub. Co.'],1,single_country_evidence
BOOK00681,2013,1,[],0,[],0,"['Pearson Education, Limited']",1,no_geographic_evidence
BOOK00682,1989,1,['mau'],1,['Boston'],1,['Houghton Mifflin Co.'],1,single_country_evidence
BOOK00683,2013,1,['nyu'],1,"['New York, NY']",1,['McGraw-Hill Irwin'],1,single_country_evidence
BOOK00684,2001,3,['nju'],1,"['Upper Saddle River, N.J']",1,['Prentice Hall'],1,single_country_evidence
BOOK00685,1996,2,"['nju', 'enk']",2,"['Upper Saddle River, N.J']",1,['Prentice Hall'],1,multiple_country_evidence
BOOK00686,1997,1,[],0,[],0,['McGraw-Hill Education (ISE Editions)'],1,no_geographic_evidence
BOOK00687,2009,1,[],0,[],0,"['Jones & Bartlett Learning, LLC']",1,no_geographic_evidence
BOOK00688,1986,1,['mau'],1,['Boston'],1,['Houghton Mifflin Co.'],1,single_country_evidence
BOOK00689,1990,2,['ilu'],1,['Chicago'],1,"['Harcourt Brace College Publishers', 'Dryden Press']",2,single_country_evidence
BOOK00690,1997,1,[],0,[],0,['Prentice Hall'],1,no_geographic_evidence
BOOK00691,2010,1,['mau'],1,['Boston'],1,['McGraw-Hill/Irwin'],1,single_country_evidence
BOOK00692,2008,2,['nyu'],1,"['New York, NY']",1,['Psychology Press'],1,single_country_evidence
BOOK00693,2002,1,[],0,[],0,['South-Western'],1,no_geographic_evidence
BOOK00694,2000,2,[],0,[],0,['Prentice Hall'],1,no_geographic_evidence
BOOK00695,2012,2,[],0,[],0,"['Routledge', 'Taylor & Francis Group']",2,no_geographic_evidence
BOOK00696,2015,1,[],0,[],0,"['SAGE Publications, Inc']",1,no_geographic_evidence
BOOK00697,1974,1,['nyu'],1,['New York'],1,['McGraw-Hill'],1,single_country_evidence
BOOK00698,1991,2,['xxk'],1,"['Boston, Mass']",1,"['P.W.S.-Kent Publishing Co.,U.S.', 'PWS-Kent Publishing Co.']",2,single_country_evidence
BOOK00699,2001,6,[],0,[],0,"['Taylor & Francis Group', 'Lawrence Erlbaum']",2,no_geographic_evidence
BOOK00700,2007,1,[],0,[],0,"['Pearson Education, Limited']",1,no_geographic_evidence
BOOK00701,2010,1,[],0,[],0,['McGraw-Hill/Irwin'],1,no_geographic_evidence
BOOK00702,1986,1,['mau'],1,['Boston'],1,"['Pitman', 'Pitman Publishing']",2,single_country_evidence
BOOK00703,1998,2,[],0,[],0,['Prentice Hall'],1,no_geographic_evidence
BOOK00704,2014,2,[],0,[],0,"['Mcgraw-Hill', 'McGraw-Hill Education']",2,no_geographic_evidence
BOOK00705,1994,2,"['xxu', 'mnu']",2,['Minneapolis'],1,"['West', 'West Pub. Co.']",2,multiple_country_evidence
BOOK00706,2013,1,[],0,[],0,"['Wiley & Sons, Incorporated, John']",1,no_geographic_evidence
BOOK00707,1997,2,[],0,[],0,['Prentice Hall'],1,no_geographic_evidence
BOOK00708,1994,1,['ilu'],1,"['Burr Ridge, Ill']",1,['Irwin'],1,single_country_evidence
BOOK00709,2020,3,[],0,[],0,"['Simon & Schuster Audio and Blackstone Publishing', 'Simon & Schuster Audio', 'Gallery Books']",3,no_geographic_evidence
BOOK00710,2003,2,['inu'],1,"['Indianapolis, Ind']",1,"['New Riders Press', 'New Riders Pub.']",2,single_country_evidence
BOOK00711,1984,1,['nyu'],1,['New York'],1,['Wiley'],1,single_country_evidence
BOOK00712,1985,1,['enk'],1,"['Oxford, [Oxfordshire]', 'New York, NY, USA']",2,['B. Blackwell'],1,single_country_evidence
BOOK00713,2008,1,[],0,[],0,['Cambridge University Press'],1,no_geographic_evidence
BOOK00715,1989,1,['enk'],1,['London'],1,['Thames and Hudson'],1,single_country_evidence
BOOK00716,2007,1,[],0,[],0,['Butterworth-Heinemann'],1,no_geographic_evidence
BOOK00717,2016,2,[],0,[],0,"['Deep Strategy', 'Hamilton Helmer']",2,no_geographic_evidence
BOOK00718,2009,1,[],0,[],0,['Cambridge University Press'],1,no_geographic_evidence
BOOK00719,2001,1,['enk'],1,"['Oxford', 'Boston']",2,['Butterworth-Heinemann'],1,single_country_evidence
BOOK00720,2003,1,[],0,[],0,['Profile Books Limited'],1,no_geographic_evidence
BOOK00721,1993,1,['nhu'],1,"['Portsmouth, NH']",1,['Heinemann'],1,single_country_evidence
BOOK00722,1997,2,[],0,[],0,['McGraw-Hill Companies'],1,no_geographic_evidence
BOOK00723,2015,6,[],0,[],0,"['Taylor & Francis Group', 'Routledge']",2,no_geographic_evidence
BOOK00724,2017,1,[],0,[],0,['CreateSpace Independent Publishing Platform'],1,no_geographic_evidence
BOOK00725,2013,7,[],0,[],0,"['Routledge', 'Taylor & Francis Group']",2,no_geographic_evidence
BOOK00726,2002,1,['enk'],1,"['Oxford', 'Boston']",2,['Butterworth-Heinemann'],1,single_country_evidence
BOOK00727,2001,2,[],0,[],0,['Prentice Hall'],1,no_geographic_evidence
BOOK00728,1997,2,['enk'],1,"['London', 'Boston']",2,"['International Thomson Business Press', 'International Thomson Publishing Services Ltd']",2,single_country_evidence
BOOK00729,1995,1,['nyu'],1,['New York'],1,['McGraw-Hill'],1,single_country_evidence
BOOK00730,2008,1,[],0,[],0,['McGraw Hill Higher Education'],1,no_geographic_evidence
BOOK00731,2014,1,[],0,[],0,['Oxford University Press'],1,no_geographic_evidence
BOOK00732,1985,1,['mau'],1,['Boston'],1,['Houghton Mifflin'],1,single_country_evidence
BOOK00733,2022,5,[],0,[],0,"['Taylor & Francis Group', 'Routledge']",2,no_geographic_evidence
BOOK00734,1998,1,[],0,[],0,['Viking'],1,no_geographic_evidence
BOOK00735,1991,1,[],0,[],0,['Prentice Hall College Div'],1,no_geographic_evidence
BOOK00736,2007,2,['mau'],1,['Boston'],1,"['Harvard Business School Press', 'Harvard Business School Pub.', 'Harvard Business School Pub. Corporation']",3,single_country_evidence
BOOK00737,2003,2,['enk'],1,['London'],1,"['Profile', 'Bloomberg Press']",2,single_country_evidence
BOOK00738,2001,1,[],0,[],0,['Wiley'],1,no_geographic_evidence
BOOK00739,2007,1,[],0,[],0,['Prentice Hall'],1,no_geographic_evidence
BOOK00740,2022,2,[],0,[],0,"['Elgar Publishing Limited, Edward']",1,no_geographic_evidence
BOOK00741,2019,6,[],0,[],0,"['Taylor & Francis Group', 'CRC Press']",2,no_geographic_evidence
BOOK00742,2021,2,[],0,[],0,"['Scribe Media', 'Lioncrest Publishing']",2,no_geographic_evidence
BOOK00743,2014,2,[],0,[],0,"['Wiley & Sons, Limited, John', 'Wiley']",2,no_geographic_evidence
BOOK00744,2012,1,['ohu'],1,"['Mason, OH']",1,"['South-Western Cengage Learning', 'Cengage Learning', 'South-Western College Pub']",3,single_country_evidence
BOOK00745,2024,2,[],0,[],0,"['SAGE Publications, Limited']",1,no_geographic_evidence
BOOK00746,1965,6,"['xx', 'xxk', 'xxu', 'nyu']",4,"['New York', 'London']",2,['McGraw-Hill'],1,multiple_country_evidence
BOOK00747,2003,7,[],0,[],0,"['Taylor & Francis Group', 'Routledge']",2,no_geographic_evidence
BOOK00748,1998,1,[],0,[],0,['Rockport Pub'],1,no_geographic_evidence
BOOK00749,2003,1,['xxu'],1,"['Boston', 'London']",2,['McGraw-Hill'],1,single_country_evidence
BOOK00750,2002,1,['enk'],1,['Oxford'],1,['Butterworth-Heinemann'],1,single_country_evidence
BOOK00751,2016,1,[],0,[],0,"['Jones & Bartlett Learning, LLC']",1,no_geographic_evidence
BOOK00752,2006,4,[],0,[],0,"['Auerbach Publishers, Incorporated']",1,no_geographic_evidence
BOOK00753,1993,1,['enk'],1,['Huntingdon'],1,['Elm'],1,single_country_evidence
BOOK00754,2011,1,['nyu'],1,['New York'],1,['Palgrave Macmillan'],1,single_country_evidence
BOOK00755,2021,1,[],0,[],0,"[""O'Reilly Media, Incorporated""]",1,no_geographic_evidence
BOOK00756,2016,1,[],0,[],0,['Bookboon'],1,no_geographic_evidence
BOOK00757,2022,1,[],0,[],0,['Independently Published'],1,no_geographic_evidence
BOOK00758,1998,1,['nyu'],1,['New York'],1,['John Wiley'],1,single_country_evidence
BOOK00759,1999,3,[],0,[],0,['John Wiley & Sons Inc'],1,no_geographic_evidence
BOOK00760,1991,1,[],0,[],0,['West Group'],1,no_geographic_evidence
BOOK00761,1970,1,['nyu'],1,['New York'],1,"['Harcourt, Brace & World']",1,single_country_evidence
BOOK00762,1975,2,['mau'],1,['Boston'],1,['Houghton Mifflin'],1,single_country_evidence
BOOK00763,1986,1,['nyu'],1,['New York'],1,['Wiley'],1,single_country_evidence
BOOK00764,1947,1,['nyu'],1,['New York'],1,['Macmillan Co.'],1,single_country_evidence
BOOK00765,1991,1,['mau'],1,['Boston'],1,['Houghton Mifflin Co.'],1,single_country_evidence
BOOK00766,2014,1,[],0,[],0,['Cengage Learning'],1,no_geographic_evidence
BOOK00767,1999,3,[],0,[],0,"['Taylor & Francis Group', 'Lawrence Erlbaum']",2,no_geographic_evidence
BOOK00768,1964,2,['xxu'],1,"['Boston, (Mass.)']",1,['Allyn and Bacon'],1,single_country_evidence
BOOK00769,1993,2,"['nyu', 'pau']",2,"['New York', 'Philadelphia']",2,"['McGraw-Hill', 'Temple University Press']",2,multiple_country_evidence
BOOK00770,1995,3,"['nyu', 'enk', 'xxk']",3,"['New York', 'Chichester']",2,['Wiley'],1,multiple_country_evidence
BOOK00771,1976,1,['vau'],1,"['Reston, Va']",1,['Reston Pub. Co.'],1,single_country_evidence
BOOK00772,1957,4,"['xxu', 'ilu']",2,"['Homewood (Illinois)', 'Homewood, IL', 'Homewood, Ill']",3,"['R.D. Irwin', 'Richard D. Irwin', 'Irwin']",3,multiple_country_evidence
BOOK00773,2012,1,['nyu'],1,['New York'],1,"['W.W. Norton & Co.', 'W. W. Norton & Company']",2,single_country_evidence
